Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
cuaderno-inteligente-deluxe-miau-lover-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE MIAU LOVER A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;1;042290;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-miau-lover-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042264;;;;;;;;
cuaderno-inteligente-deluxe-marmol-bco-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE MARMOL BCO A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042292;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-marmol-bco-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042255;;;;;;;;
cuaderno-inteligente-deluxe-principe-gales-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE PRINCIPE GALES A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042286;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-principe-gales-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;1;042266;;;;;;;;
cuaderno-inteligente-deluxe-mapa-mundi-rosa-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE MAPA MUNDI ROSA A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042283;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-mapa-mundi-rosa-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042262;;;;;;;;
cuaderno-inteligente-deluxe-donut-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE DONUT A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;1;042288;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-donut-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042263;;;;;;;;
cuaderno-inteligente-deluxe-estrellas-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE ESTRELLAS A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042285;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-estrellas-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042260;;;;;;;;
cuaderno-inteligente-rose-black-a4-y-a5-by-ci;Cuaderno Inteligente ROSE BLACK A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;9250,00;;0.25;3.00;21.00;28.00;2;042295;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-rose-black-a4-y-a5-by-ci;;;Medidas;A5;;;;;6000,00;;0.20;3.00;17.00;21.00;2;042268;;;;;;;;
cuaderno-inteligente-all-blue-a4-y-a5-by-ci;Cuaderno Inteligente ALL BLUE A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042276;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-all-blue-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;2;042247;;;;;;;;
cuaderno-inteligente-pastel-gris-a4-y-a5-by-ci;Cuaderno Inteligente PASTEL GRIS A4 y A5 by CI;Día del Padre, Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042278;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-pastel-gris-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;2;042254;;;;;;;;
cuaderno-inteligente-deluxe-chic-nude-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE CHIC NUDE A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042293;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-chic-nude-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042265;;;;;;;;
cuaderno-inteligente-all-purple-a4-y-a5-by-ci;Cuaderno Inteligente ALL PURPLE A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042275;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-all-purple-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;1;042245;;;;;;;;
cuaderno-inteligente-deluxe-fairytale-a4-y-a5-by-ci;Cuaderno Inteligente DELUXE FAIRYTALE A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7437,50;;0.25;3.00;21.00;28.00;2;042294;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-deluxe-fairytale-a4-y-a5-by-ci;;;Medidas;A5;;;;;4875,00;;0.20;3.00;17.00;21.00;2;042259;;;;;;;;
cuaderno-inteligente-pastel-verde-a4-y-a5-by-ci;Cuaderno Inteligente PASTEL VERDE A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042279;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-pastel-verde-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;0;042252;;;;;;;;
cuaderno-inteligente-pastel-naranja-a4-y-a5-by-ci;Cuaderno Inteligente PASTEL NARANJA A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042280;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-pastel-naranja-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;1;042250;;;;;;;;
cuaderno-inteligente-all-pink-a4-y-a5-by-ci;Cuaderno Inteligente ALL PINK A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042273;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-all-pink-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;2;042246;;;;;;;;
cuaderno-inteligente-black-a4-y-a5-by-ci;Cuaderno Inteligente BLACK A4 y A5 by CI;Día del Padre, Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;1;042272;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-black-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;0;042244;;;;;;;;
cuaderno-inteligente-all-red-a4-y-a5-by-ci;Cuaderno Inteligente ALL RED A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;2;042271;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-all-red-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;2;042243;;;;;;;;
cuaderno-inteligente-caramel-a4-y-a5-by-ci;Cuaderno Inteligente CARAMEL A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;7000,00;;0.25;3.00;21.00;28.00;1;042274;;SI;NO;;cuaderno, inteligente, tapa dura, universitario;;;CI
cuaderno-inteligente-caramel-a4-y-a5-by-ci;;;Medidas;A5;;;;;4562,50;;0.20;3.00;17.00;21.00;1;042242;;;;;;;;
cuaderno-inteligente-ultravioleta-a4-y-a5-by-ci;Cuaderno Inteligente ULTRAVIOLETA A4 y A5 by CI;Facultad > Cuadernos Universitarios;Medidas;A4;;;;;9250,00;;0.25;3.00;21.00;28.00;2;042296;;SI;NO;;cuaderno, tapa dura, inteligente, universitario;;;CI
cuaderno-inteligente-ultravioleta-a4-y-a5-by-ci;;;Medidas;A5;;;;;6000,00;;0.20;3.00;17.00;21.00;2;042269;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-amor;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Amor;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042209;;SI;NO;;a5, cuaderno, tapa dura;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-amor;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042220;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-todo-es-posible;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Todo es Posible;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042208;;SI;NO;;a5, cuaderno, tapa dura;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-todo-es-posible;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042219;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-abundancia;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Abundancia;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042207;;SI;NO;;a5, cuaderno, tapa dura;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-abundancia;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042218;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-piensa-bonito;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Piensa Bonito;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042211;;SI;NO;;a5, cuaderno, tapa dura;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-piensa-bonito;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042222;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-arcoiris;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Arcoiris;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042216;;SI;NO;;a5, cuaderno, tapa dura;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-arcoiris;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042227;;;;;;;;
cuaderno-liso-rayado-tapa-dura-a5-paprika-creatividad;Cuaderno Liso / Rayado Tapa Dura a5 Paprika Creatividad;Facultad > Cuadernos Universitarios;Tipo;Rayado;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042210;;SI;NO;;cuaderno, tapa dura, a5;;;Paprika
cuaderno-liso-rayado-tapa-dura-a5-paprika-creatividad;;;Tipo;Liso;;;;;1850,00;;0.15;2.00;16.00;20.50;2;042221;;;;;;;;
bitacora-designer-a5-paprika-arqa-nude;Bitacora & Designer A5 Paprika ARQA NUDE;Facultad > Cuadernos Universitarios;;;;;;;2450,00;;0.20;3.00;15.50;22.00;2;322451;;SI;NO;;a5, arqa, bitacora, designer;;;Paprika
bitacora-designer-a5-paprika-arqa-negra;Bitacora & Designer A5 Paprika ARQA NEGRA;Día del Padre, Facultad > Cuadernos Universitarios;;;;;;;2450,00;;0.20;3.00;15.50;22.00;2;322450;;SI;NO;;a5, arqa, bitacora, designer;;;Paprika
bitacora-designer-a5-paprika-arqa-gris;Bitacora & Designer A5 Paprika ARQA GRIS;Facultad > Cuadernos Universitarios;;;;;;;2450,00;;0.20;3.00;15.50;22.00;2;322452;;SI;NO;;a5, arqa, bitacora, designer;;;Paprika
bitacora-designer-a5-paprika-arqa-gold;Bitacora & Designer A5 Paprika ARQA GOLD;Facultad > Cuadernos Universitarios;;;;;;;2450,00;;0.20;3.00;15.50;22.00;2;322453;;SI;NO;;bitacora, designer, arqa, a5;;;Paprika
set-de-mate-ppr-deluxe-dia-del-padre-negro;Set de Mate PPR DELUXE Dia del Padre Negro;Día del Padre, Bazar / Otros;;;;;;;1490,00;;0.35;20.00;9.00;18.00;3;570061;;SI;NO;;dia del padre, mate;;;PPR
set-de-mate-ppr-deluxe-dia-del-padre-plata;Set de Mate PPR DELUXE Dia del Padre Plata;Día del Padre, Bazar / Otros;;;;;;;1490,00;;0.35;20.00;9.00;18.00;3;570060;;SI;NO;;dia del padre, mate;;;PPR
set-de-mate-ppr-dia-del-padre-plata;Set de Mate PPR Dia del Padre Plata;Día del Padre, Bazar / Otros;;;;;;;750,00;;0.20;10.00;7.00;10.00;3;570058;;SI;NO;;dia del padre, mate;;;PPR
set-de-mate-ppr-dia-del-padre-negro;Set de Mate PPR Dia del Padre Negro;Día del Padre, Bazar / Otros;;;;;;;750,00;;0.20;10.00;7.00;10.00;3;570059;;SI;NO;;mate, dia del padre;;;PPR
boligrafo-de-madera-triangular-kontec;Boligrafo de Madera Triangular Kontec;Día del Padre, Oficina > Regalos Empresariales, Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;8638,19;;0.25;2.00;4.00;18.00;2;015314;;SI;NO;;boligrafo, madera, triangular;;;Kontec
pincel-recargable-kuretake-zig-wsbr;Pincel Recargable KureTake ZIG WSBR;Oficina > Marcadores > Punta Pincel, Facultad > Marcadores > Punta Pincel, Artística > Pintura > Pinceles;0.3;WSBR01;;;;;1699,08;;0.05;1.50;3.00;20.00;5;240295;;SI;NO;;pincel, recargable, zig;;;KURETAKE
pincel-recargable-kuretake-zig-wsbr;;;0.3;WSBR02;;;;;1984,64;;0.05;1.50;3.00;20.00;4;240296;;;;;;;;
pincel-recargable-kuretake-zig-wsbr;;;0.3;WSBR03;;;;;2270,20;;0.05;1.50;3.00;20.00;5;240297;;;;;;;;
pincel-recargable-kuretake-zig-wsbr;;;0.3;WSBR04;;;;;2555,76;;0.05;1.50;3.00;20.00;5;240298;;;;;;;;
lapiz-color-x-24-koh-i-noor-dinosaurios;Lapiz Color X 24 Koh-i-Noor Dinosaurios;Escolar > Lapices de Colores;;;;;;;2641,43;;0.08;1.50;9.00;20.00;4;015445;;SI;NO;;escolar, escolares, lapices de colores, x24;;;koh-i-noor
lapiz-color-x-12-koh-i-noor-dinosaurios;Lapiz Color X 12 Koh-i-Noor Dinosaurios;Escolar > Lapices de Colores;;;;;;;1270,74;;0.05;1.00;9.00;20.00;5;015444;;SI;NO;;lapices de colores, escolar, escolares, x12;;;koh-i-noor
rollo-papel-para-plotter-35-56cm-x-50mts-x-3-husares;Rollo Papel para PLOTTER 35.56cm x 50mts x 3 HUSARES;Oficina > Papeles y Formularios;;;;;;;3287,43;;4.00;20.00;20.00;110.00;0;101371;;SI;NO;;husares, plotter, rollo, 0194;;;HUSARES
rollo-papel-para-plotter-106-7cm-x-50mts-husares;Rollo Papel para PLOTTER 106.7cm x 50mts HUSARES;Oficina > Papeles y Formularios;;;;;;;8017,54;;5.00;20.00;20.00;110.00;6;101376;;SI;NO;;rollo, plotter, husares, 0190;;;HUSARES
canopla-lsd-influencer-chata;Canopla LSD Influencer Chata;Escolar > Cartucheras;;;;;;;730,00;;0.10;0.50;11.00;20.00;10;381626;;SI;NO;;canopla, influencer, chata;;;LSD
paragua-lsyd-amayra-automatico-6041;Paragua LSyD Amayra Automatico 6041;Bazar / Otros;;;;;;;2690,00;;0.40;6.00;6.00;31.00;6;391259;;SI;NO;;automatico, paragua;;;LSyD
paragua-lsyd-amayra-automatico-6040;Paragua LSyD Amayra Automatico 6040;Bazar / Otros;;;;;;;2690,00;;0.40;6.00;6.00;31.00;6;391258;;SI;NO;;automatico, paragua;;;LSyD
paragua-lsyd-amayra-automatico-6037;Paragua LSyD Amayra Automatico 6037;Bazar / Otros;;;;;;;2690,00;;0.40;6.00;6.00;31.00;6;391260;;SI;NO;;paragua, automatico;;;LSyD
canopla-lsyd-only-girls-gande;Canopla LSyD Only Girls Gande;Escolar > Cartucheras;;;;;;;3150,00;;0.15;7.00;13.00;21.00;5;381623;;SI;NO;;canopla, cartuchera;;;LSyD
canopla-lsyd-only-girls-doble-piso-1-cierre;Canopla LSyD Only Girls Doble Piso 1 Cierre;Escolar > Cartucheras;;;;;;;3150,00;;0.15;7.00;9.50;21.00;6;381622;;SI;NO;;canopla, cartuchera;;;LSyD
rinonera-lsyd-running-p-celular;Riñonera LSyD Running P/Celular;Bazar / Otros;;;;;;;1950,00;;0.10;2.00;11.00;19.00;6;421118;;SI;NO;;rinonera, running, deportiva;;;LSyD
rinonera-deportiva-lsyd-running-porta-celular-y-llaves;Riñonera Deportiva LSyD Running Porta Celular Y Llaves;Bazar / Otros;;;;;;;1950,00;;0.10;1.50;9.00;20.00;6;421121;;SI;NO;;rinonera, deportiva, running;;;LSyD
rinonera-deportiva-lsyd-running-doble-cierre;Riñonera Deportiva LSyD Running Doble Cierre;Bazar / Otros;;;;;;;1950,00;;0.10;3.00;6.00;18.00;6;421119;;SI;NO;;rinonera, running, deportiva;;;LSyD
acuarelas-trabi-estuche-x-48-colores-con-pincel;Acuarelas Trabi estuche X 48 Colores con pincel;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;2689,34;;0.30;1.50;16.50;28.00;5;318970;;SI;NO;;acuarela, escolar, x48;;;Trabi
acuarelas-trabi-estuche-x-28-colores-con-pincel;Acuarelas Trabi estuche X 28 Colores con pincel;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;1577,75;;0.25;1.50;14.00;21.00;5;318969;;SI;NO;;acuarela, escolar, x28;;;Trabi
acuarelas-trabi-estuche-x-12-colores-con-pincel;Acuarelas Trabi estuche X 12 Colores con pincel;Artística > Pintura > Acuarelas, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;806,80;;0.20;1.50;9.50;21.00;5;318968;;SI;NO;;acuarela, escolar, x12;;;Trabi
valija-trabi-coloring-kit-x58-piezas;Valija Trabi Coloring Kit x58 piezas;Escolar > Lapices de Colores, Escolar > Crayones, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;4392,60;;0.35;4.00;19.00;21.00;9;015417;;SI;NO;;valija, escolar, lapiz color, lapices de colores, crayones, acuarelas, acuarela, crayon, x58;;;Trabi
canopla-organizador-fw-book-magu-boho;Canopla Organizador FW Book Magu Boho;FW, Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio, Escolar > Cartucheras;;;;;;;4606,80;;0.15;3.50;12.00;21.00;1;381620;;SI;NO;;boho, canopla, organizador;;;FW
canopla-organizador-fw-meme-boho;Canopla Organizador FW Meme Boho;FW, Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio, Escolar > Cartucheras;;;;;;;3630,00;;0.15;3.50;12.00;21.00;3;381619;;SI;NO;;canopla, organizador, boho;;;FW
carpeta-escolar-mooving-magnifique;Carpeta Escolar MOOVING - Magnifique;Escolar > Carpetas escolares;;;;;;;1209,00;;0.33;7.00;25.00;25.00;10;062792;;SI;NO;;3 anillos, Carpeta, Escolares;;;MOOVING
set-cinta-washitape-fw-x-3-boho;Set Cinta Washitape FW x 3 Boho;FW, Oficina > Cinta Adhesiva;;;;;;;1148,40;;0.03;4.00;4.00;4.00;5;300131;;SI;NO;;cinta, washitape, x3, boho;;;FW
set-cinta-washitape-fw-x-3-universo;Set Cinta Washitape FW x 3 Universo;FW, Oficina > Cinta Adhesiva;;;;;;;1174,80;;0.03;4.00;4.00;4.00;4;300132;;SI;NO;;cinta, washitape, x3, universe;;;FW
set-iman-para-vidrio-fw-universo;Set Imán para Vidrio FW Universo;Bazar / Otros, FW;;;;;;;1702,80;;0.30;1.00;9.00;16.00;3;391256;;SI;NO;;iman, vidrio;;;FW
set-de-oficina-fw-office-universe;Set de Oficina FW Office Universe;FW, Oficina > Otros accesorios;;;;;;;1650,00;;0.05;2.00;7.00;18.00;3;102291;;SI;NO;;set, oficina, universe;;;FW
set-2-boligrafos-fw-boho;Set 2 Boligrafos FW Boho;FW, Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;2362,80;;0.05;2.00;6.00;20.00;3;015422;;SI;NO;;set boligrafo, boho, x2;;;FW
boligrafo-fw-moon;Bolígrafo FW Moon;FW, Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;1610,40;;0.05;2.50;5.00;17.50;3;015423;;SI;NO;;boligrafo, Moon;;;FW
boligrafo-fw-touch-velvet;Bolígrafo FW Touch Velvet;FW, Facultad > Bolígrafos, Oficina > Bolígrafos;;;;;;;1966,80;;0.05;2.50;5.00;17.50;0;015424;;SI;NO;;boligrafo, velvet, touch;;;FW
pizarra-de-mano-fw-block-de-notas-y-marcador;Pizarra de Mano FW + Block de Notas y Marcador;FW, Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra;;;;;;;1518,00;;0.35;2.00;21.00;30.00;3;350500;;SI;NO;;pizarra, de mano;;;FW
funda-notebook-fw-15-6-pulgadas-universe;Funda Notebook FW 15.6 pulgadas Universe;Oficina > Funda para Notebook, FW;;;;;;;6402,00;;0.20;2.50;30.00;40.00;0;421112;;SI;NO;;funda, notebook, universe, 15 pulgadas;;;FW
funda-notebook-fw-13-3-pulgadas-universe;Funda Notebook FW 13.3 pulgadas Universe;Oficina > Funda para Notebook, FW;;;;;;;5926,80;;0.15;2.00;26.50;36.00;2;421111;;SI;NO;;funda, notebook, universe, 13.3 pulgadas, 13 pulgadas;;;FW
canopla-organizador-shine-universo;Canopla Organizador Shine Universo;FW, Facultad > Organizador Escritorio, Oficina > Organizador de Escritorio;;;;;;;4078,80;;0.10;2.00;17.50;24.00;2;381621;;SI;NO;;canopla, organizador, universe;;;FW
pizarra-blanca-con-iman-fw-para-heladera-con-marcador;Pizarra Blanca con Imán FW para Heladera con Marcador;FW, Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra;;;;;;;1438,80;;0.10;1.50;18.00;24.00;2;350489;;SI;NO;;pizarra, blanca, heladera, iman;;;FW
funda-de-cuaderno-a5-fw-con-3-cuadernos-universo;Funda de Cuaderno A5 FW con 3 cuadernos Universo;FW > Cuadernos & Bullets;;;;;;;3550,80;;0.20;2.00;15.50;21.50;0;421110;;SI;NO;;funda, cuaderno, universe, a5;;;FW
mouse-pad-fw-universo;Mouse Pad FW Universo;Bazar / Otros, FW, Oficina > Otros accesorios;;;;;;;910,80;;0.15;0.50;22.00;20.00;0;270309;;SI;NO;;Mouse pad;;;FW
mouse-pad-fw-sunshine;Mouse Pad FW Sunshine;Bazar / Otros, FW, Oficina > Otros accesorios;;;;;;;910,80;;0.15;0.50;22.00;20.00;3;270308;;SI;NO;;Mouse pad;;;FW
block-a5-fw-con-aprietapapel-boho;Block A5 FW con Aprietapapel Boho;FW > Cuadernos & Bullets, Oficina > Blocks ;;;;;;;3234,00;;0.20;3.00;16.00;22.00;3;120457;;SI;NO;;a5, aprietapapel, block;;;FW
block-a5-fw-con-aprietapapel-universo;Block A5 FW con Aprietapapel Universo;FW > Cuadernos & Bullets, Oficina > Blocks ;;;;;;;3234,00;;0.20;3.00;16.00;22.00;3;120458;;SI;NO;;block, a5, aprietapapel;;;FW
libro-de-stickers-fw-universo;Libro de Stickers FW Universo;FW > Essentials;;;;;;;2310,00;;0.07;0.50;16.00;21.00;2;450030;;SI;NO;;Stickers, Universo;;;FW
cuaderno-imantado-triptico-fw-con-lapicera-boho;Cuaderno imantado tríptico FW con lapicera Boho;FW > Essentials, FW > Cuadernos & Bullets, Facultad > Cuadernos Universitarios;;;;;;;4078,80;;0.25;2.50;15.00;19.00;0;042190;;SI;NO;;cuaderno, triptico, imantado;;;FW
libro-block-de-notas-y-adhesivas-fw-goals;Libro Block de Notas y Adhesivas FW Goals;FW > Essentials, Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;1438,80;;0.20;1.50;11.00;15.00;3;450028;;SI;NO;;block de notas, notas adhesivas;;;FW
libro-de-stickers-fw-boho;Libro de Stickers FW Boho;FW > Essentials;;;;;;;2310,00;;0.07;0.50;16.00;21.00;3;450027;;SI;NO;;Stickers, Boho;;;FW
senalador-magnetico-fw-boho;Señalador Magnetico FW Boho;FW > Essentials;;;;;;;963,60;;0.10;0.50;6.00;21.00;3;370107;;SI;NO;;Senalador, Magnetico, Boho;;;FW
set-de-notas-adhesivas-fw-boho;Set de Notas Adhesivas FW Boho;FW > Essentials, Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;1306,80;;0.10;0.50;12.00;25.00;0;450029;;SI;NO;;Collection, Notas Adhesivas, Sticky Notes, Boho;;;FW
set-de-notas-adhesivas-fw-universo;Set de Notas Adhesivas FW Universo;FW > Essentials, Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;1056,00;;0.10;0.50;12.00;25.00;3;450031;;SI;NO;;Notas Adhesivas, Sticky Notes, The Universe, Collection;;;FW
agenda-2022-shantilove-costa-rica-semana-a-la-vista;Agenda 2022 SHANTILOVE Costa Rica Semana a la vista;Agendas;;;;;;;2662,00;;0.67;3.50;17.50;21.50;0;322419;;NO;NO;;a5, agenda, paprika, shantilove, semanal;;;Paprika
compas-tecnico-profesional-plantec-9103-c-2ble-articulacion;Compás Técnico Profesional Plantec 9103 C-2ble Articulación;Artística > Dibujo > Accesorios de Dibujo, Escolar > Reglas y Geometria, Técnica, Oficina > Otros accesorios;;;;;;;2591,82;;0.20;2.00;5.00;20.00;10;070797;;SI;NO;;compas, dibujo tecnico, tecnico;;;PLANTEC
compas-tecnico-plantec-9100-articulado-c-adaptador;Compás Técnico Plantec 9100 Articulado C Adaptador;Artística > Dibujo > Accesorios de Dibujo, Escolar > Reglas y Geometria, Técnica, Oficina > Otros accesorios;;;;;;;3898,62;;0.20;2.00;5.00;20.00;10;070795;;SI;NO;;compas, dibujo tecnico, tecnico;;;PLANTEC
compas-tecnico-plantec-c-bigotera-y-ajuste-micrometrico;Compás Técnico Plantec C Bigotera Y Ajuste Micrometrico;Artística > Dibujo > Accesorios de Dibujo, Escolar > Reglas y Geometria, Técnica, Oficina > Otros accesorios;;;;;;;4247,10;;0.15;2.00;4.50;17.00;10;071150;;SI;NO;;compas, bigotera, Ajuste Micrometrico, tecnico, dibujo tecnico;;;PLANTEC
portaminas-pizzini-1475f-0-5m;Portaminas Pizzini 1475f 0.5m;Escolar > Portaminas y Minas;;;;;;;720,92;;0.10;1.00;1.50;14.00;8;013782;;SI;NO;;0.5mm, Portamina;;;Pizzini
