"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
adhesivo-en-barra-kores-escolar-neon;"Adhesivo en Barra KORES escolar NEON";"Escolar > Adhesivos, Oficina > Adhesivos";;;;;;;356.45;;0.02;2.50;2.50;10.50;10;050189;;SI;NO;;"adhesivo, barra, escolar, fluo, neon, plasticola";;;KORES;SI;;;;
set-boligrafos-mooving-harry-potter-x-4;"Set Boligrafos MOOVING Harry Potter x 4";"Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos, Oficina > Bolígrafos";;;;;;;5,985.00;;0.05;2.00;18.50;11.50;1;015723;;SI;NO;;"boligrafo, harry potter, set, x4";;;MOOVING;SI;;;;
block-a5-mooving-harry-potter;"Block A5 MOOVING Harry Potter";"Escolar > Blocks de hojas y repuestos, Oficina > Blocks ";;;;;;;5,992.50;;0.15;1.50;12.50;17.50;2;120485;;SI;NO;;"block, Harry Potter, hojas, lisas, rayadas";;;MOOVING;SI;;;;
album-de-stickers-mooving-disney-100;"Album de Stickers MOOVING Disney 100";"Juguetes y Libros";;;;;;;8,985.00;;0.15;1.00;15.00;20.00;0;450034;;SI;NO;;"100, album, disney, stickers";;;MOOVING;SI;;;;
lapices-de-colores-neutro-x-15-faber-castell;"Lapices De Colores Neutro X 15 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;8,645.48;7,859.53;0.10;1.00;11.00;20.00;9;015627;;SI;NO;;"12, color, ecolapices, lapiz, neutro, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-neon-pastel-x-12-faber-castell;"Lapices De Colores Neon/Pastel X 12 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;7,023.12;6,384.66;0.10;1.00;11.00;20.00;10;015626;;SI;NO;;"12, color, ecolapices, lapiz, neon, pastel, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-metalizado-x-12-faber-castell;"Lapices De Colores Metalizado X 12 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;8,517.40;7,743.09;0.10;1.00;11.00;20.00;10;015625;;SI;NO;;"12, color, ecolapices, lapiz, metalizado, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-supersoft-x-122-faber-castell;"Lapices De Colores Supersoft X 12+2 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;7,791.61;7,083.28;0.10;1.00;11.00;20.00;8;015716;;SI;NO;;"12, color, ecolapices, lapiz, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-frios-supersoft-x-15-faber-castell;"Lapices De Colores Frios Supersoft X 15 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;8,645.48;7,859.53;0.13;1.00;11.50;20.00;10;015717;;SI;NO;;"15, color, ecolapices, frios, lapiz, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-calidos-supersoft-x-15-faber-castell;"Lapices De Colores Calidos Supersoft X 15 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;8,645.48;7,859.53;0.13;1.00;11.50;20.00;10;015718;;SI;NO;;"15, calidos, color, ecolapices, lapiz, supersoft";;;"FABER CASTELL";SI;;;;
lapices-de-colores-eco-supersoft-x-24-faber-castell;"Lapices De Colores Eco Supersoft X 24 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;14,243.22;13,564.97;0.25;1.50;23.00;25.00;10;015719;;SI;NO;;"24, color, ecolapices, lapiz";;;"FABER CASTELL";SI;;;;
lapices-de-colores-eco-supersoft-x-50-faber-castell;"Lapices De Colores Eco Supersoft X 50 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;28,425.30;27,071.72;0.50;1.50;25.00;29.00;4;015720;;SI;NO;;"50, color, ecolapices, lapiz";;;"FABER CASTELL";SI;;;;
lapices-de-colores-eco-supersoft-x-100-faber-castell;"Lapices De Colores Eco Supersoft X 100 FABER CASTELL";"Escolar > Lapices de Colores, Artística > Dibujo > Lápices de Dibujo";;;;;;;71,827.38;68,407.03;0.88;6.00;21.00;20.00;0;015715;;SI;NO;;"100, color, ecolapices, lapiz, neon, pastel";;;"FABER CASTELL";SI;;;;
agenda-pocket-semanal-2024-reysa-adelante-magia-decretando-amar;"Agenda Pocket Semanal 2024 REYSA Adelante / Magia / Decretando / Amar";"Agendas > Semanales";;;;;;;4,818.50;;0.10;1.00;10.00;17.00;5;322553;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-pocket-semanal-2024-reysa-energy-flores-alas-hindu;"Agenda Pocket Semanal 2024 REYSA Energy / Flores / Alas / Hindu";"Agendas > Semanales";;;;;;;4,818.50;;0.10;1.00;10.00;17.00;6;322549;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-12x17cm-one-day-vibes;"Agenda 2024 REYSA 12x17cm One Day / Vibes";"Agendas > Diarias";;;;;;;6,612.50;;0.15;2.00;14.00;17.00;6;322543;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-12x17cm-naranja-fucsia;"Agenda 2024 REYSA 12x17cm Naranja / Fucsia";"Agendas > Diarias";;;;;;;6,612.50;;0.15;2.00;14.00;17.00;6;322558;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-12x17cm-metal-cyan-metal-pink;"Agenda 2024 REYSA 12x17cm Metal Cyan / Metal Pink";"Agendas > Diarias";;;;;;;7,693.50;;0.15;2.00;14.00;17.00;6;322542;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-12x17cm-bordo-black;"Agenda 2024 REYSA 12x17cm Bordo / Black";"Agendas > Diarias";;;;;;;7,693.50;;0.15;2.00;14.00;17.00;6;322560;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-semanal-2024-reysa-cosidas;"Agenda Semanal 2024 REYSA Cosidas";"Agendas > Semanales";;;;;;;8,682.50;;0.35;1.20;16.00;21.00;6;322555;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-semanal-2024-reysa-escolar;"Agenda Semanal 2024 REYSA Escolar";"Agendas > Semanales";;;;;;;6,382.50;;0.35;1.20;16.00;21.00;6;322551;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-semanal-2024-reysa-lila-fucsia;"Agenda Semanal 2024 REYSA Lila / Fucsia";"Agendas > Semanales";;;;;;;7,762.50;;0.35;1.20;16.00;21.00;6;322544;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-semanal-2024-reysa-lineas-business;"Agenda Semanal 2024 REYSA Lineas / Business";"Agendas > Semanales";;;;;;;7,762.50;;0.35;1.20;16.00;21.00;6;322561;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-semanal-2024-reysa-one-day-gmoorning;"Agenda Semanal 2024 REYSA One Day / GMoorning";"Agendas > Semanales";;;;;;;7,762.50;;0.35;1.20;16.00;21.00;6;322557;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-aura-namaste;"Agenda 2024 REYSA Aura / Namaste";"Agendas > Diarias";;;;;;;10,108.50;;0.35;2.00;16.00;21.00;6;322559;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-sonreir-creador;"Agenda 2024 REYSA Sonreir / Creador";"Agendas > Diarias";;;;;;;10,292.50;;0.35;2.00;16.00;21.00;6;322554;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-energy-alas;"Agenda 2024 REYSA Energy / Alas";"Agendas > Diarias";;;;;;;10,108.50;;0.35;2.00;16.00;21.00;4;322548;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-cool-love;"Agenda 2024 REYSA Cool Love";"Agendas > Diarias";;;;;;;10,108.50;;0.35;2.00;16.00;21.00;6;322547;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-amar-decretando-magia-adelante;"Agenda 2024 REYSA Amar / Decretando / Magia / Adelante";"Agendas > Diarias";;;;;;;10,292.50;;0.35;2.00;16.00;21.00;5;322552;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-nature-future-bullet;"Agenda 2024 REYSA Nature / Future / Bullet";"Agendas > Diarias";;;;;;;12,477.50;;0.35;3.00;16.00;21.00;6;322545;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-velita-bear-gusto;"Agenda 2024 REYSA Velita / Bear / Gusto";"Agendas > Diarias";;;;;;;12,707.50;;0.35;3.00;16.00;21.00;6;322546;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-valiente-ideas-brainstorming;"Agenda 2024 REYSA Valiente / Ideas / Brainstorming";"Agendas > Diarias";;;;;;;12,477.50;;0.35;3.00;16.00;21.00;6;322550;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-reysa-magia-adelante-decretando;"Agenda 2024 REYSA Magia / Adelante / Decretando";"Agendas > Diarias";;;;;;;12,477.50;;0.35;3.00;16.00;21.00;6;322541;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-premium-reysa-black-brown-beige;"Agenda 2024 Premium REYSA Black / Brown / Beige";"Agendas > Diarias";;;;;;;12,477.50;;0.35;3.00;16.00;21.00;6;322556;;SI;NO;;"2024, agenda, anillada";;;REYSA;SI;;;;
agenda-2024-set-reysa-mc;"Agenda 2024 Set REYSA Mc";"Agendas > Diarias";;;;;;;12,132.50;;0.45;2.00;21.00;21.00;4;322565;;SI;NO;;"2024, agenda, anillada, set";;;REYSA;SI;;;;
agenda-2024-set-reysa-eco-chic;"Agenda 2024 Set REYSA Eco Chic";"Agendas > Diarias";;;;;;;12,132.50;;0.45;2.00;21.00;21.00;5;322564;;SI;NO;;"2024, agenda, anillada, set";;;REYSA;SI;;;;
agenda-2024-set-reysa-universo;"Agenda 2024 Set REYSA Universo";"Agendas > Diarias";;;;;;;12,132.50;;0.45;2.00;21.00;21.00;2;322566;;SI;NO;;"2024, agenda, anillada, set";;;REYSA;SI;;;;
agenda-2024-set-reysa-cool-love;"Agenda 2024 Set REYSA Cool Love";"Agendas > Diarias";;;;;;;12,132.50;;0.45;2.00;21.00;21.00;5;322563;;SI;NO;;"2024, agenda, anillada, set";;;REYSA;SI;;;;
papel-fotografico-kodak-gloss-brillante-180g-x-20-hojas;"Papel Fotografico KODAK Gloss Brillante 180g x 20 Hojas";"Oficina > Papeles y Formularios";;;;;;;4,559.52;;0.20;0.50;29.70;21.00;5;080525;;SI;NO;;"180g, a4, brillante, fotografico, papel";;;KODAK;SI;;;;
papel-fotografico-brillante-a4-150g-x-20-hojas;"Papel Fotografico Brillante A4 150g x 20 Hojas";"Oficina > Blocks , Oficina > Papeles y Formularios";;;;;;;4,200.00;;0.30;0.50;21.00;29.00;4;080274;;SI;NO;;"150g, a4, brillante, fotografico, papel, x20";;;Arcolor;SI;;;;
papel-fotografico-premium-gloss-230g-a4-x20-hojas;"Papel Fotografico Premium Gloss 230g A4 X20 Hojas";"Oficina > Papeles y Formularios";;;;;;;2,025.92;;0.15;1.00;22.00;32.50;3;080389;;SI;NO;;"230G, a4, forografico, glossy, papel";;;;SI;;;;
papel-fotografico-adhesivo-max-glossy-120g-a4-x20-hojas-copia;"Papel Fotografico Adhesivo Max Glossy 120g A4 X20 Hojas (copia)";"Oficina > Papeles y Formularios";;;;;;;7,492.26;;0.15;1.00;22.00;32.50;4;080809;;SI;NO;;"120g, a4, adhesivo, forografico, glossy, papel";;;MULTIPAPER;SI;;;;
cinta-adhesiva-mooving-disney-100-anos;"Cinta Adhesiva MOOVING Disney 100 años";"Oficina > Cinta Adhesiva";;;;;;;2,415.00;;0.05;4.00;8.00;12.00;1;300135;;SI;NO;;"adhesiva, cinta, disney, x3";;;MOOVING;SI;;;;
cinta-adhesiva-mooving-harry-potter-x-3;"Cinta Adhesiva MOOVING Harry Potter x 3";"Oficina > Cinta Adhesiva";;;;;;;2,415.00;;0.05;4.00;8.00;12.00;2;300137;;SI;NO;;"adhesiva, cinta, harry potter, x3";;;MOOVING;SI;;;;
placa-aprietapapel-a5-mooving-harry-potter;"Placa Aprietapapel A5 MOOVING Harry Potter";"Oficina > Abrochadoras y Perforadoras, Oficina > Portataco y Artículos Escritorio";;;;;;;5,475.00;;0.15;3.50;15.50;23.00;5;062992;;SI;NO;;"a5, aprietapapel, harry potter, placa";;;MOOVING;SI;;;;
placa-aprietapapel-a5-mooving-disney-100-anos;"Placa Aprietapapel A5 MOOVING Disney 100 años";"Oficina > Abrochadoras y Perforadoras, Oficina > Portataco y Artículos Escritorio";;;;;;;5,475.00;;0.15;3.50;15.50;23.00;5;062991;;SI;NO;;"a5, aprietapapel, disney, placa";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-minnie-mouse;"Repuesto Cuaderno Carta MOOVING LOOP Minnie Mouse";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;8,325.00;;0.15;1.00;20.00;27.50;3;020280;;SI;NO;;"90 gramos, carta, minnie, minnie mouse, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-cuadriculado;"Repuesto Cuaderno Carta MOOVING LOOP Cuadriculado";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;3,075.00;;0.15;1.00;20.00;27.50;2;020275;;SI;NO;;"carta, cuadriculado, hojas cuadriculadas, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-rayado;"Repuesto Cuaderno Carta MOOVING LOOP Rayado";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;3,075.00;;0.15;1.00;20.00;27.50;4;020274;;SI;NO;;"carta, hojas rayadas, rayado, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-punteado;"Repuesto Cuaderno Carta MOOVING LOOP Punteado";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;3,075.00;;0.15;1.00;20.00;27.50;3;020276;;SI;NO;;"carta, hojas punteadas, punteado, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-colores-liso;"Repuesto Cuaderno Carta MOOVING LOOP Colores Liso";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;3,375.00;;0.15;1.00;20.00;27.50;3;020277;;SI;NO;;"carta, colores, hojas lisas, liso, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-organizador;"Repuesto Cuaderno Carta MOOVING LOOP Organizador";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;8,625.00;;0.15;1.00;20.00;27.50;2;020278;;SI;NO;;"carta, organizador, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-mickey-mouse;"Repuesto Cuaderno Carta MOOVING LOOP Mickey Mouse";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;8,325.00;;0.15;1.00;20.00;27.50;2;020279;;SI;NO;;"90 gramos, carta, mickey, mickey mouse, repuesto";;;MOOVING;SI;;;;
repuesto-cuaderno-carta-mooving-loop-harry-potter;"Repuesto Cuaderno Carta MOOVING LOOP Harry Potter";"Escolar > Blocks de hojas y repuestos, Facultad > Cuadernos Universitarios";;;;;;;8,325.00;;0.15;1.00;20.00;27.50;1;020281;;SI;NO;;"90 gramos, carta, harry potter, repuesto";;;MOOVING;SI;;;;
cuaderno-sketch-19x24-liso-mooving-notes-tapa-dura;"Cuaderno Sketch 19x24 Liso MOOVING NOTES Tapa dura";"Artística > Dibujo > Cuadernos";;;;;;;10,650.00;;0.30;2.00;19.00;24.00;6;042482;;SI;NO;;"100 gramos, 80 hojas, cuaderno, liso, sketch, tapa dura";;;MOOVING;SI;;;;
libreta-a6-mooving-notes-tapa-dura-80h-rayada;"Libreta A6 MOOVING Notes Tapa dura 80h Rayada";"Facultad > Libreta";;;;;;;6,600.00;;0.10;2.00;11.00;15.00;10;322538;;SI;NO;;"90g, 96 hojas, a6, libreta, rayada";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving;"Cuaderno A5 Tapa Dura Rayado MOOVING";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Mundo Pastel";;;;;;;9,240.00;8,400.00;0.30;1.50;15.00;21.00;6;042487;;SI;NO;;"a5, cuaderno, hojas rayadas, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-liso-mooving;"Cuaderno A5 Tapa Dura Liso MOOVING";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Mundo Pastel";;;;;;;9,240.00;8,400.00;0.30;1.50;15.00;21.00;6;042479;;SI;NO;;"a5, cuaderno, hojas lisas, liso, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-punteado-mooving;"Cuaderno A5 Tapa Dura Punteado MOOVING";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Mundo Pastel";;;;;;;9,240.00;8,400.00;0.30;1.50;15.00;21.00;6;042480;;SI;NO;;"a5, cuaderno, hojas punteadas, punteado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-liso-mooving-arcoiris;"Cuaderno A5 Tapa Dura Liso MOOVING Arcoiris";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Mundo Pastel, Rosa";;;;;;;9,240.00;8,400.00;0.30;1.50;15.00;21.00;6;042481;;SI;NO;;"a5, Arcoiris, cuaderno, hojas lisas, liso, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-looney-tunes;"Cuaderno A5 Tapa Dura Rayado MOOVING Looney Tunes";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;6;042478;;SI;NO;;"a5, cuaderno, Looney Tunes, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-disney-100;"Cuaderno A5 Tapa Dura Rayado MOOVING Disney 100";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;6;042483;;SI;NO;;"100 anos, a5, cuaderno, Disney, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-minnie-mouse;"Cuaderno A5 Tapa Dura Rayado MOOVING Minnie Mouse";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios, Rosa";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;6;042485;;SI;NO;;"a5, cuaderno, Minnie, Minnie Mouse, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-mickey-mouse;"Cuaderno A5 Tapa Dura Rayado MOOVING Mickey Mouse";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;6;042484;;SI;NO;;"a5, cuaderno, mickey, mickey mouse, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-marvel;"Cuaderno A5 Tapa Dura Rayado MOOVING Marvel";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;6;042486;;SI;NO;;"a5, cuaderno, marvel, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-a5-tapa-dura-rayado-mooving-harry-potter;"Cuaderno A5 Tapa Dura Rayado MOOVING Harry Potter";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;10,230.00;9,300.00;0.30;1.50;15.00;21.00;5;042477;;SI;NO;;"a5, cuaderno, harry potter, rayado, tapa dura";;;MOOVING;SI;;;;
cuaderno-carta-esp-mooving-loop-minnie-mouse;"Cuaderno Carta Esp. MOOVING Loop Minnie Mouse";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;28,665.00;27,300.00;0.35;3.00;23.50;27.50;5;042474;;SI;NO;;"carta, cuaderno, Minnie, Minnie Mouse";;;MOOVING;SI;;;;
cuaderno-carta-esp-mooving-loop-mickey-mouse;"Cuaderno Carta Esp. MOOVING Loop Mickey Mouse";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;28,665.00;27,300.00;0.35;3.00;23.50;27.50;5;042473;;SI;NO;;"carta, cuaderno, Mickey, Mickey Mouse";;;MOOVING;SI;;;;
cuaderno-carta-esp-mooving-loop-harry-potter;"Cuaderno Carta Esp. MOOVING Loop Harry Potter";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;28,665.00;27,300.00;0.35;3.00;23.50;27.50;2;042476;;SI;NO;;"carta, cuaderno, Harry Potter";;;MOOVING;SI;;;;
cuaderno-carta-esp-mooving-loop;"Cuaderno Carta Esp. MOOVING Loop";"Escolar > Cuadernos, Facultad > Cuadernos Universitarios";;;;;;;25,515.00;24,300.00;0.35;3.00;23.50;27.50;4;042475;;SI;NO;;"carta, cuaderno";;;MOOVING;SI;;;;
papel-contact-transparente-x2m-oritec1;"Papel Contact Transparente X2M. ORITEC";"Oficina > Papeles y Formularios, Bazar / Otros";;;;;;;1,600.00;;0.50;7.00;7.00;200.00;4;150142;;SI;NO;;"Adhesivo, Contact, oritec, Papel, Transparente";;;Oritec;SI;;;;
set-resaltador-pelikan-flash-x16-neon-pastel;"Set Resaltador PELIKAN Flash x16 Neon Pastel";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Resaltadores, Oficina > Resaltadores";;;;;;;8,842.35;;0.40;2.00;13.00;20.00;2;015684;;SI;NO;;"marcador, neon, pastel, resaltador, x16";;;PELIKAN;SI;;;;
set-temperas-pelikan-color-boom-x2421;"Set Temperas PELIKAN Color Boom x24+2+1";"Escolar > Acuarelas  Témperas y Pinceles, Artística > Pintura > Témpera";;;;;;;8,590.00;;0.82;3.50;22.00;26.00;2;260245;;SI;NO;;"escolar, set, tempera, x24";;;PELIKAN;SI;;;;
lapiz-color-surtidos-splash-x24;"Lapiz Color Surtidos SPLASH X24";"Escolar > Lapices de Colores";;;;;;;3,202.03;;0.10;1.50;9.00;18.00;5;015629;;SI;NO;;"color, dibujo, escolar, lapiz, x24";;;"FABER CASTELL";SI;;;;
marcadores-artisticos-tonos-pastel-filgo-alloy-x12u;"Marcadores Artisticos Tonos Pastel FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores, Mundo Pastel";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;0;015686;;SI;NO;;"artistico, fibra, marcador, pastel, punta, punta pincel";;;FILGO;SI;;;;
marcadores-artisticos-tonos-calidos-filgo-alloy-x12u;"Marcadores Artisticos Tonos Calidos FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;0;015689;;SI;NO;;"artistico, calido, fibra, marcador, punta, punta pincel";;;FILGO;SI;;;;
marcadores-artisticos-tonos-clasicos-filgo-alloy-x12u;"Marcadores Artisticos Tonos Clasicos FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;0;015685;;SI;NO;;"artistico, clasico, fibra, marcador, punta, punta pincel, surtido";;;FILGO;SI;;;;
marcadores-artisticos-tonos-neutros-filgo-alloy-x12u;"Marcadores Artisticos Tonos Neutros FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;3;015687;;SI;NO;;"artistico, fibra, marcador, neutro, punta, punta pincel";;;FILGO;SI;;;;
marcadores-artisticos-tonos-frios-filgo-alloy-x12u;"Marcadores Artisticos Tonos Frios FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;2;015688;;SI;NO;;"artistico, fibra, frios, marcador, punta, punta pincel";;;FILGO;SI;;;;
marcadores-artisticos-tonos-botanicos-filgo-alloy-x12u;"Marcadores Artisticos Tonos Botanicos FILGO Alloy X12u";"Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Artística > Dibujo > Marcadores";;;;;;;5,694.00;;0.20;1.00;16.00;20.00;3;015690;;SI;NO;;"artistico, botanico, fibra, marcador, punta, punta pincel";;;FILGO;SI;;;;
letragrama-juego-de-mesa-inkdrop;"LETRAGRAMA Juego de Mesa Inkdrop";"Juguetes y Libros";;;;;;;4,450.00;;0.30;5.50;32.00;32.00;5;391380;;SI;NO;;"clasico, juego, juego de mesa, Letragrama";;;INKDROP;SI;;;;
loteria-juego-de-mesa-inkdrop;"LOTERIA Juego de Mesa Inkdrop";"Juguetes y Libros";;;;;;;4,450.00;;0.30;5.50;32.00;32.00;4;391379;;SI;NO;;"clasico, juego, juego de mesa, Loteria";;;INKDROP;SI;;;;
ludo-juego-de-mesa-inkdrop-copia;"LUDO Juego de Mesa Inkdrop (copia)";"Juguetes y Libros";;;;;;;4,100.00;;0.30;5.50;32.00;32.00;5;391378;;SI;NO;;"clasico, juego, juego de mesa, Ludo";;;INKDROP;SI;;;;
oca-juego-de-mesa-inkdrop;"OCA Juego de Mesa Inkdrop";"Juguetes y Libros";;;;;;;4,100.00;;0.30;5.50;32.00;32.00;5;391375;;SI;NO;;"clasico, juego, juego de mesa, OCA";;;INKDROP;SI;;;;
ajedrez-juego-de-mesa-inkdrop;"AJEDREZ Juego de Mesa Inkdrop";"Juguetes y Libros";;;;;;;4,450.00;;0.30;5.50;32.00;32.00;5;391376;;SI;NO;;"ajedrez, clasico, juego, juego de mesa";;;INKDROP;SI;;;;
damas-juego-de-mesa-inkdrop;"DAMAS Juego de Mesa Inkdrop";"Juguetes y Libros";;;;;;;4,450.00;;0.30;5.50;32.00;32.00;5;391377;;SI;NO;;"clasico, damas, juego, juego de mesa";;;INKDROP;SI;;;;
